Time period,Time identifier,Geographic level,Country name,Country code,Region name,Region code,LA name,LA code (old),LA code (new),School phase,School Name,School LA Estab ID,URN,Total Revenue Balance (£),B01 Committed revenue balance (£),B02 Uncommitted revenue balance (£),B06 Community focussed extended school revenue balance (£),Total revenue balance as a % of total income
201819,Financial year,School,England,E92000001,North East,E12000001,North Tyneside,392,E08000022,Primary,Carville Primary School,3922062,108592,130453.6,48528,81925.65,0,12.2
201819,Financial year,School,England,E92000001,North East,E12000001,North Tyneside,392,E08000022,Primary,Wallsend Jubilee Primary School,3922065,108594,41719.1,16068,25651.1,0,2.8
201819,Financial year,School,England,E92000001,North East,E12000001,North Tyneside,392,E08000022,Primary,Battle Hill Primary School,3922068,108595,80779.63,26868,53911.63,0,3.8
201819,Financial year,School,England,E92000001,North East,E12000001,North Tyneside,392,E08000022,Primary,Richardson Dees Primary School,3922069,108596,57007.07,9552,47455.07,0,4.7
201819,Financial year,School,England,E92000001,North East,E12000001,North Tyneside,392,E08000022,Primary,Stephenson Memorial Primary School,3922070,108597,115971.6,0,115971.6,0,5.9
201819,Financial year,School,England,E92000001,North East,E12000001,North Tyneside,392,E08000022,Primary,Redesdale Primary School,3922072,108599,41027.47,4003.78,37023.69,0,4
201819,Financial year,School,England,E92000001,North East,E12000001,North Tyneside,392,E08000022,Primary,Whitley Lodge First School,3922074,108600,11471.08,3305,8166.08,0,1
201819,Financial year,School,England,E92000001,North East,E12000001,North Tyneside,392,E08000022,Primary,Collingwood Primary School,3922076,108602,144153.7,51148,93005.68,0,7.5
201819,Financial year,School,England,E92000001,North East,E12000001,North Tyneside,392,E08000022,Primary,Balliol Primary School,3922077,108603,48732.69,11401,37331.69,0,4.6
201819,Financial year,School,England,E92000001,North East,E12000001,North Tyneside,392,E08000022,Primary,Benton Dene Primary School,3922078,108604,55059.62,0,55059.62,0,2.5
201819,Financial year,School,England,E92000001,North East,E12000001,North Tyneside,392,E08000022,Primary,Forest Hall Primary School,3922079,108605,-82.19,10763,-10845.19,0,0
201819,Financial year,School,England,E92000001,North East,E12000001,North Tyneside,392,E08000022,Primary,Ivy Road Primary School,3922080,108606,-223135,19257,-242392,0,-31.2
201819,Financial year,School,England,E92000001,North East,E12000001,North Tyneside,392,E08000022,Primary,New York Primary School,3922081,108607,289783.8,176406,113377.8,0,15.6
201819,Financial year,School,England,E92000001,North East,E12000001,North Tyneside,392,E08000022,Primary,Denbigh Community Primary School,3922082,108608,100979.1,15640.5,85338.62,0,4.6
201819,Financial year,School,England,E92000001,North East,E12000001,North Tyneside,392,E08000022,Primary,Greenfields Community Primary School,3922083,108609,91530.27,28214,63316.27,0,5.6
201819,Financial year,School,England,E92000001,North East,E12000001,North Tyneside,392,E08000022,Primary,Hazlewood Community Primary School,3922084,108610,76603.03,11834,64769.03,0,7.6
201819,Financial year,School,England,E92000001,North East,E12000001,North Tyneside,392,E08000022,Primary,Fordley Primary School,3922085,108611,-38214.27,0,-38214.27,0,-2.3
201819,Financial year,School,England,E92000001,North East,E12000001,North Tyneside,392,E08000022,Primary,Burradon Community Primary School,3922086,108612,17424.55,524.06,16900.49,0,1.8
201819,Financial year,School,England,E92000001,North East,E12000001,North Tyneside,392,E08000022,Primary,Hadrian Park Primary School,3922087,132141,96696.18,15667,81029.18,0,5.5
201819,Financial year,School,England,E92000001,North East,E12000001,North Tyneside,392,E08000022,Primary,Western Community Primary School,3922088,133384,69280.86,13875,55405.86,0,3.3
201819,Financial year,School,England,E92000001,North East,E12000001,North Tyneside,392,E08000022,Primary,Christ Church CofE Primary School,3923301,108614,116726,42842,73883.96,0,12.1
201819,Financial year,School,England,E92000001,North East,E12000001,North Tyneside,392,E08000022,Primary,St Bartholomew's Church of England Primary School (Aided),3923302,108615,-5215.92,9797,-15012.92,0,-0.6
201819,Financial year,School,England,E92000001,North East,E12000001,North Tyneside,392,E08000022,Primary,St Cuthberts Roman Catholic Primary School Aided,3923305,108616,47800.16,17581,30219.16,0,4.4
201819,Financial year,School,England,E92000001,North East,E12000001,North Tyneside,392,E08000022,Primary,St Josephs Roman Catholic Primary School Aided,3923308,108617,226293,133838,92454.97,0,14.1
201819,Financial year,School,England,E92000001,North East,E12000001,North Tyneside,392,E08000022,Primary,St Marys Roman Catholic Primary School Aided,3923309,108618,54961.59,0,54961.59,0,5.7
201819,Financial year,School,England,E92000001,North East,E12000001,North Tyneside,392,E08000022,Primary,St Marys Roman Catholic Primary School Aided,3923315,108620,58317,7800,50517,0,6.7
201819,Financial year,School,England,E92000001,North East,E12000001,North Tyneside,392,E08000022,Primary,St Stephens Roman Catholic Primary School Aided,3923316,108621,52438.85,34929,17509.85,0,4.5
201819,Financial year,School,England,E92000001,North East,E12000001,North Tyneside,392,E08000022,Primary,Star of the Sea RC VA Primary,3923317,108622,152999.6,37277,115722.6,0,9.2
201819,Financial year,School,England,E92000001,North East,E12000001,North Tyneside,392,E08000022,Primary,St Aidan's Roman Catholic Primary School,3923318,108623,-22445.1,0,-22445.1,0,-2.2
201819,Financial year,School,England,E92000001,North East,E12000001,North Tyneside,392,E08000022,Primary,St Bernadettes Roman Catholic Primary School Aided,3923319,108624,56755.79,15820,40935.79,0,4
201819,Financial year,School,England,E92000001,North East,E12000001,North Tyneside,392,E08000022,Primary,St Columbas Roman Catholic Primary School Aided,3923320,108625,24972.14,9152,15820.14,0,2.5
201819,Financial year,School,England,E92000001,North East,E12000001,North Tyneside,392,E08000022,Primary,Wallsend St Peter's CofE Aided Primary School,3923321,108626,74350.21,14786,59564.21,0,6.7
201819,Financial year,School,England,E92000001,North East,E12000001,North Tyneside,392,E08000022,Secondary,Marden High School,3924006,108627,-533436,10000,-543436,0,-13.5
201819,Financial year,School,England,E92000001,North East,E12000001,North Tyneside,392,E08000022,Secondary,Norham High School,3924008,108628,-1462120,34389.35,-1496510,0,-47.7
201819,Financial year,School,England,E92000001,North East,E12000001,North Tyneside,392,E08000022,Middle deemed secondary,Marden Bridge Middle School,3924025,108635,22435.39,14325,3702.49,4407.9,0.9
201819,Financial year,School,England,E92000001,North East,E12000001,North Tyneside,392,E08000022,Middle deemed secondary,Valley Gardens Middle School,3924026,108636,233473.8,162529,70944.84,0,7.1
201819,Financial year,School,England,E92000001,North East,E12000001,North Tyneside,392,E08000022,Middle deemed secondary,Monkseaton Middle School,3924027,108637,29463.73,20549,8914.73,0,1.8
201819,Financial year,School,England,E92000001,North East,E12000001,North Tyneside,392,E08000022,Secondary,Whitley Bay High School,3924029,108638,30102.24,6505.2,23597.04,0,0.3
201819,Financial year,School,England,E92000001,North East,E12000001,North Tyneside,392,E08000022,Secondary,George Stephenson High School,3924030,108639,523010.9,297756,225254.9,0,7.7
201819,Financial year,School,England,E92000001,North East,E12000001,North Tyneside,392,E08000022,Secondary,Burnside College,3924032,108640,534462.7,167171,367291.7,0,7.6
201819,Financial year,School,England,E92000001,North East,E12000001,North Tyneside,392,E08000022,Secondary,Churchill Community College,3924033,108641,1721561,1401468,320092.6,0,21.2
201819,Financial year,School,England,E92000001,North East,E12000001,North Tyneside,392,E08000022,Secondary,Monkseaton  High School,3924034,108642,-3484563,25365.91,-3509929,0,-123.8
201819,Financial year,School,England,E92000001,North East,E12000001,North Tyneside,392,E08000022,Secondary,John Spence Community High School,3924038,108644,554368.1,359456,194912.1,0,9.6
201819,Financial year,School,England,E92000001,North East,E12000001,North Tyneside,392,E08000022,Secondary,Longbenton High School,3924039,108645,-1543856,40114,-1583970,0,-31.3
201819,Financial year,School,England,E92000001,North East,E12000001,North Tyneside,392,E08000022,Middle deemed secondary,Wellfield Middle School,3925400,108649,94782.13,25126.82,69655.31,0,6.2
201819,Financial year,School,England,E92000001,North East,E12000001,North Tyneside,392,E08000022,Special,Woodlawn School,3927001,108652,-16714.45,0,-16714.45,0,-0.8
201819,Financial year,School,England,E92000001,North East,E12000001,North Tyneside,392,E08000022,Special,Southlands School,3927002,108653,315172,203601,111571,0,13.6
201819,Financial year,School,England,E92000001,North East,E12000001,North Tyneside,392,E08000022,Special,Benton Dene School,3927004,108655,323293,113565,209728,0,11.8
201819,Financial year,School,England,E92000001,North East,E12000001,North Tyneside,392,E08000022,Special,Silverdale School,3927007,133432,160014.8,0,160014.8,0,6.9
201819,Financial year,School,England,E92000001,North East,E12000001,North Tyneside,392,E08000022,Special,Beacon Hill School,3927008,131544,291882.6,146781,131910.6,13191,6.5
201819,Financial year,School,England,E92000001,North East,E12000001,South Tyneside,393,E08000023,Nursery,Clervaux Nursery School,3931010,108661,1966.92,1966.92,0,0,0.5
201819,Financial year,School,England,E92000001,North East,E12000001,South Tyneside,393,E08000023,Nursery,Helen Gibson Nursery School,3931016,108663,31698.25,31698.25,0,0,7.3
201819,Financial year,School,England,E92000001,North East,E12000001,South Tyneside,393,E08000023,Nursery,Boldon Nursery School,3931018,108665,12115.83,2130.83,9985,0,2.7
201819,Financial year,School,England,E92000001,North East,E12000001,South Tyneside,393,E08000023,Nursery,The Sue Hedley Nursery School,3931021,132799,52210.32,24438,27772.32,0,8.8
201819,Financial year,School,England,E92000001,North East,E12000001,South Tyneside,393,E08000023,Pupil referral unit,Alternative Education Service - The Beacon Centre,3931100,108666,11990.58,0,11990.58,0,1.1
201819,Financial year,School,England,E92000001,North East,E12000001,South Tyneside,393,E08000023,Primary,Hadrian Primary School,3932000,108668,34927.34,15231.34,19696,0,2.3
201819,Financial year,School,England,E92000001,North East,E12000001,South Tyneside,393,E08000023,Primary,Westoe Crown Primary School,3932001,134187,105224.5,105219.5,5,0,3.9
201819,Financial year,School,England,E92000001,North East,E12000001,South Tyneside,393,E08000023,Primary,Sea View Primary School,3932002,134230,153165,63101.05,90064,0,7.3
201819,Financial year,School,England,E92000001,North East,E12000001,South Tyneside,393,E08000023,Primary,Laygate Community School,3932015,108672,86739.31,86739.31,0,0,6.3
201819,Financial year,School,England,E92000001,North East,E12000001,South Tyneside,393,E08000023,Primary,Mortimer Primary School,3932017,108673,153244.7,152926.7,318,0,6.2
201819,Financial year,School,England,E92000001,North East,E12000001,South Tyneside,393,E08000023,Primary,Marine Park Primary School,3932020,108675,180041.8,141298.8,38743,0,14.5
201819,Financial year,School,England,E92000001,North East,E12000001,South Tyneside,393,E08000023,Primary,Stanhope Primary School,3932023,108676,-2897.3,-2897.3,0,0,-0.2
201819,Financial year,School,England,E92000001,North East,E12000001,South Tyneside,393,E08000023,Primary,Biddick Hall Junior School,3932028,108678,88167.96,88167.96,0,0,7.2
201819,Financial year,School,England,E92000001,North East,E12000001,South Tyneside,393,E08000023,Primary,Biddick Hall Infants' School,3932033,108682,82383.09,60427.09,21956,0,6.6
201819,Financial year,School,England,E92000001,North East,E12000001,South Tyneside,393,E08000023,Primary,Ashley Primary School,3932038,108685,-59323.39,-59323.39,0,0,-2.8
201819,Financial year,School,England,E92000001,North East,E12000001,South Tyneside,393,E08000023,Primary,Hedworth Lane Primary School,3932040,108686,33000.02,33000.02,0,0,2.4
201819,Financial year,School,England,E92000001,North East,E12000001,South Tyneside,393,E08000023,Primary,Marsden Primary School,3932042,108687,112848,86125,26722.95,0,10.6
201819,Financial year,School,England,E92000001,North East,E12000001,South Tyneside,393,E08000023,Primary,East Boldon Infants' School,3932043,108688,33710.56,60523.56,-26813,0,4.3
201819,Financial year,School,England,E92000001,North East,E12000001,South Tyneside,393,E08000023,Primary,East Boldon Junior School,3932050,108692,37438.48,31458.48,5980,0,4.1
201819,Financial year,School,England,E92000001,North East,E12000001,South Tyneside,393,E08000023,Primary,Bede Burn Primary School,3932055,108693,78077.64,68939.64,9138,0,8.1
201819,Financial year,School,England,E92000001,North East,E12000001,South Tyneside,393,E08000023,Primary,Valley View Primary School,3932056,108694,15607.51,15607.51,0,0,1.3
201819,Financial year,School,England,E92000001,North East,E12000001,South Tyneside,393,E08000023,Primary,Dunn Street Primary School,3932063,108695,34198.75,34198.75,0,0,3.7
201819,Financial year,School,England,E92000001,North East,E12000001,South Tyneside,393,E08000023,Primary,Simonside Primary School,3932073,108698,79734.96,50372.96,29362,0,5.7
201819,Financial year,School,England,E92000001,North East,E12000001,South Tyneside,393,E08000023,Primary,Hedworthfield Primary School,3932075,108699,122567.7,122567.7,0,0,7.9
201819,Financial year,School,England,E92000001,North East,E12000001,South Tyneside,393,E08000023,Primary,Lord Blyton Primary School,3932076,108700,87499.14,80278.14,7221,0,7.8
201819,Financial year,School,England,E92000001,North East,E12000001,South Tyneside,393,E08000023,Primary,West Boldon Primary School,3932080,108701,91318.91,0,91318.91,0,5.9
201819,Financial year,School,England,E92000001,North East,E12000001,South Tyneside,393,E08000023,Primary,Toner Avenue Primary School,3932083,108704,5182.28,0,5182.28,0,0.3
201819,Financial year,School,England,E92000001,North East,E12000001,South Tyneside,393,E08000023,Primary,Fellgate Primary School,3932085,108706,-477941.1,-477941.1,0,0,-28.9
201819,Financial year,School,England,E92000001,North East,E12000001,South Tyneside,393,E08000023,Primary,Whitburn Village Primary School,3932086,131917,-3560.93,-3560.93,0,0,-0.3
201819,Financial year,School,England,E92000001,North East,E12000001,South Tyneside,393,E08000023,Primary,St Oswald's CofE Aided Primary School,3933006,108711,29794.21,19401,10393.21,0,2.8
201819,Financial year,School,England,E92000001,North East,E12000001,South Tyneside,393,E08000023,Primary,Jarrow Cross CofE Primary School,3933010,133680,144475.4,102542.4,41933,0,9.5
201819,Financial year,School,England,E92000001,North East,E12000001,South Tyneside,393,E08000023,Primary,St Bede's RC Voluntary Aided Primary School South Shields,3933301,108715,33063.26,9916.26,23147,0,3.2
201819,Financial year,School,England,E92000001,North East,E12000001,South Tyneside,393,E08000023,Primary,St Gregory's RC Voluntary Aided Primary School,3933303,108716,78006.08,58134.08,19872,0,8.3
201819,Financial year,School,England,E92000001,North East,E12000001,South Tyneside,393,E08000023,Primary,SS Peter and Paul RC Voluntary Aided Primary School,3933304,108717,64966.22,64511.22,455,0,5.5
201819,Financial year,School,England,E92000001,North East,E12000001,South Tyneside,393,E08000023,Primary,St Oswald's RC Voluntary Aided Primary School,3933305,108718,115155,107114,8041,0,10.6
201819,Financial year,School,England,E92000001,North East,E12000001,South Tyneside,393,E08000023,Primary,St Aloysius' RC Voluntary Aided Junior School,3933306,108719,-5690.09,0,-5690.09,0,-0.5
201819,Financial year,School,England,E92000001,North East,E12000001,South Tyneside,393,E08000023,Primary,St Aloysius RC Voluntary Aided Infant School,3933307,108720,4073.5,0,4073.5,0,0.4
201819,Financial year,School,England,E92000001,North East,E12000001,South Tyneside,393,E08000023,Primary,St Matthew's RC Voluntary Aided Primary School,3933311,108721,-111313.7,-111313.7,0,0,-11
201819,Financial year,School,England,E92000001,North East,E12000001,South Tyneside,393,E08000023,Primary,St Mary's RC Voluntary Aided Primary School,3933312,108722,87417.81,0,87417.81,0,7.1
201819,Financial year,School,England,E92000001,North East,E12000001,South Tyneside,393,E08000023,Primary,St James' RC Voluntary Aided Primary School,3933313,108723,81987.68,0,81987.68,0,8.1
201819,Financial year,School,England,E92000001,North East,E12000001,South Tyneside,393,E08000023,Primary,St Joseph's RC Voluntary Aided Primary School,3933314,108724,5848.18,5848.18,0,0,0.6
201819,Financial year,School,England,E92000001,North East,E12000001,South Tyneside,393,E08000023,Primary,St Bede's RC Primary School Jarrow,3933315,108725,48479.57,22601.57,25878,0,4.6
201819,Financial year,School,England,E92000001,North East,E12000001,South Tyneside,393,E08000023,Primary,Forest View Primary,3933318,135842,63921.85,32124.85,31797,0,4.7
201819,Financial year,School,England,E92000001,North East,E12000001,South Tyneside,393,E08000023,Primary,Hebburn Lakes Primary School,3933319,136163,261969.6,118435.6,143534,0,10.4
201819,Financial year,School,England,E92000001,North East,E12000001,South Tyneside,393,E08000023,Primary,Harton Primary School,3933320,136178,486035,90211,395824,0,15
201819,Financial year,School,England,E92000001,North East,E12000001,South Tyneside,393,E08000023,Secondary,Mortimer Community College,3934006,108727,-13020.11,0,-13020.11,0,-0.2
201819,Financial year,School,England,E92000001,North East,E12000001,South Tyneside,393,E08000023,Secondary,Boldon School,3934019,108730,-2243531,-2243531,0,0,-55.7
201819,Financial year,School,England,E92000001,North East,E12000001,South Tyneside,393,E08000023,Secondary,Hebburn Comprehensive School,3934026,108731,173568.4,0,173568.4,0,4.6
201819,Financial year,School,England,E92000001,North East,E12000001,South Tyneside,393,E08000023,Secondary,Jarrow School,3934033,133725,257935.3,257935.3,0,0,4.9
201819,Financial year,School,England,E92000001,North East,E12000001,South Tyneside,393,E08000023,Secondary,South Shields School,3934606,131756,28559.44,28559.44,0,0,0.7
201819,Financial year,School,England,E92000001,North East,E12000001,South Tyneside,393,E08000023,Special,Bamburgh School,3937000,108738,231663.5,0,231663.5,0,8.5
201819,Financial year,School,England,E92000001,North East,E12000001,South Tyneside,393,E08000023,Special,Epinay Business and Enterprise School,3937004,108741,200502.3,200502.3,0,0,8.7
201819,Financial year,School,England,E92000001,North East,E12000001,South Tyneside,393,E08000023,Special,Park View School,3937006,134813,18655.53,18655.53,0,0,1.5
201819,Financial year,School,England,E92000001,North East,E12000001,South Tyneside,393,E08000023,Special,Keelman's Way School,3937007,136252,175951,171217,4734,0,6.2
201819,Financial year,School,England,E92000001,North East,E12000001,Sunderland,394,E08000024,Nursery,Millfield Community Nursery School,3941002,108745,-84027.13,0,-84027.13,0,-24.4
201819,Financial year,School,England,E92000001,North East,E12000001,Sunderland,394,E08000024,Nursery,Houghton Le Spring Nursery School,3941003,108746,224831.6,224318.8,0,512.73,30.4
201819,Financial year,School,England,E92000001,North East,E12000001,Sunderland,394,E08000024,Nursery,Hetton-le-Hole Nursery School,3941005,108747,-118338,0,-118338,0,-27.4
201819,Financial year,School,England,E92000001,North East,E12000001,Sunderland,394,E08000024,Nursery,Hylton Red House Nursery School,3941006,108748,252551.6,279954.5,0,-27402.94,36
201819,Financial year,School,England,E92000001,North East,E12000001,Sunderland,394,E08000024,Nursery,Usworth Colliery Nursery School,3941007,108749,26162.49,26162.49,0,0,5.6
201819,Financial year,School,England,E92000001,North East,E12000001,Sunderland,394,E08000024,Nursery,Hetton Lyons Nursery School,3941008,108750,43509.63,43509.63,0,0,7.3
201819,Financial year,School,England,E92000001,North East,E12000001,Sunderland,394,E08000024,Nursery,Oxclose Nursery School,3941009,108751,283571.6,283571.6,0,0,58.2
201819,Financial year,School,England,E92000001,North East,E12000001,Sunderland,394,E08000024,Nursery,Mill Hill Nursery School,3941011,108752,7357.89,7357.89,0,0,1.7
201819,Financial year,School,England,E92000001,North East,E12000001,Sunderland,394,E08000024,Nursery,Pennywell Early Years Centre,3941012,108753,340738.4,339702.1,0,1036.28,45.1
201819,Financial year,School,England,E92000001,North East,E12000001,Sunderland,394,E08000024,Pupil referral unit,Ks1 Pupil Referral Unit,3941101,135639,8551.43,8551.43,0,0,1.7
201819,Financial year,School,England,E92000001,North East,E12000001,Sunderland,394,E08000024,Pupil referral unit,The Link School,3941102,135640,30574.29,30574.29,0,0,2.3
201819,Financial year,School,England,E92000001,North East,E12000001,Sunderland,394,E08000024,Pupil referral unit,The Link School Pallion,3941103,135641,0,0,0,0,0
201819,Financial year,School,England,E92000001,North East,E12000001,Sunderland,394,E08000024,Pupil referral unit,School Returners/Young Mums Provision,3941104,135642,17881.98,17881.98,0,0,4.4
201819,Financial year,School,England,E92000001,North East,E12000001,Sunderland,394,E08000024,Primary,Barnes Junior School,3942002,108755,78216.2,78216.2,0,0,5
201819,Financial year,School,England,E92000001,North East,E12000001,Sunderland,394,E08000024,Primary,Broadway Junior School,3942004,108757,44327.83,42972.99,0,1354.84,3.3
201819,Financial year,School,England,E92000001,North East,E12000001,Sunderland,394,E08000024,Primary,Northern Saints CofE Voluntary Aided Primary School,3942006,139425,233137.5,233137.5,0,0,8.3
201819,Financial year,School,England,E92000001,North East,E12000001,Sunderland,394,E08000024,Primary,Grangetown Primary School,3942010,108758,358484.7,310682.3,0,47802.48,23.6
201819,Financial year,School,England,E92000001,North East,E12000001,Sunderland,394,E08000024,Primary,Fulwell Junior School,3942019,108763,129496.5,127013.5,0,2483,8.6
201819,Financial year,School,England,E92000001,North East,E12000001,Sunderland,394,E08000024,Primary,Grange Park Primary School,3942021,108765,152473.9,147748.8,0,4725.07,13.3
201819,Financial year,School,England,E92000001,North East,E12000001,Sunderland,394,E08000024,Primary,Grindon Infant School,3942026,108766,50948.85,38978.36,0,11970.49,5.7
201819,Financial year,School,England,E92000001,North East,E12000001,Sunderland,394,E08000024,Primary,Southwick  Community Primary School,3942035,108769,315446.8,244934.2,0,70512.54,12.7
201819,Financial year,School,England,E92000001,North East,E12000001,Sunderland,394,E08000024,Primary,Hudson Road Primary School,3942042,108772,110117.8,91586.7,0,18531.07,5.9
201819,Financial year,School,England,E92000001,North East,E12000001,Sunderland,394,E08000024,Primary,Dame Dorothy Primary School,3942070,108776,107806.7,101317.9,0,6488.78,8.8
201819,Financial year,School,England,E92000001,North East,E12000001,Sunderland,394,E08000024,Primary,Willow Fields Community Primary School,3942088,108783,116176.2,116176.2,0,0,11.8
201819,Financial year,School,England,E92000001,North East,E12000001,Sunderland,394,E08000024,Primary,Mill Hill Primary School,3942089,108784,103085,103085,0,0,5.6
201819,Financial year,School,England,E92000001,North East,E12000001,Sunderland,394,E08000024,Primary,Seaburn Dene Primary School,3942092,108786,48111.01,36876.44,0,11234.57,4.8
201819,Financial year,School,England,E92000001,North East,E12000001,Sunderland,394,E08000024,Primary,Ryhope Junior School,3942093,108787,132709,132709,0,0,11.9
201819,Financial year,School,England,E92000001,North East,E12000001,Sunderland,394,E08000024,Primary,Castletown Primary School,3942099,108792,242624.4,242624.4,0,0,12.7
201819,Financial year,School,England,E92000001,North East,E12000001,Sunderland,394,E08000024,Primary,East Rainton Primary School,3942104,108794,60625.46,60625.46,0,0,8.9
201819,Financial year,School,England,E92000001,North East,E12000001,Sunderland,394,E08000024,Primary,Easington Lane Primary School,3942105,108795,119563.8,119563.8,0,0,8.2
201819,Financial year,School,England,E92000001,North East,E12000001,Sunderland,394,E08000024,Primary,Usworth Colliery Primary School,3942115,108799,72000.62,72000.62,0,0,3.4
201819,Financial year,School,England,E92000001,North East,E12000001,Sunderland,394,E08000024,Primary,Springwell Village Primary School,3942117,108800,6696.59,6696.59,0,0,0.7
201819,Financial year,School,England,E92000001,North East,E12000001,Sunderland,394,E08000024,Primary,Hetton Primary School,3942126,108803,83162.27,83162.27,0,0,10.8
201819,Financial year,School,England,E92000001,North East,E12000001,Sunderland,394,E08000024,Primary,Biddick Primary School,3942153,108816,107445,107445,0,0,7.4
201819,Financial year,School,England,E92000001,North East,E12000001,Sunderland,394,E08000024,Primary,Lambton Primary School,3942157,108817,81770.51,74248.57,0,7521.94,6.6
201819,Financial year,School,England,E92000001,North East,E12000001,Sunderland,394,E08000024,Primary,Rickleton Primary School,3942158,108818,84282.39,84282.39,0,0,4.3
201819,Financial year,School,England,E92000001,North East,E12000001,Sunderland,394,E08000024,Primary,Richard Avenue Primary School,3942159,108819,470951.8,470951.8,0,0,23.3
201819,Financial year,School,England,E92000001,North East,E12000001,Sunderland,394,E08000024,Primary,Marlborough Primary School,3942167,108822,151523.6,151523.6,0,0,13
201819,Financial year,School,England,E92000001,North East,E12000001,Sunderland,394,E08000024,Primary,Shiney Row Primary School,3942171,108826,80097.09,80097.09,0,0,6.1
201819,Financial year,School,England,E92000001,North East,E12000001,Sunderland,394,E08000024,Primary,Thorney Close Primary School,3942174,108828,19111.31,19111.31,0,0,1.4
201819,Financial year,School,England,E92000001,North East,E12000001,Sunderland,394,E08000024,Primary,Bernard Gilpin Primary School,3942176,108830,-26355.86,0,-26355.86,0,-1.5
201819,Financial year,School,England,E92000001,North East,E12000001,Sunderland,394,E08000024,Primary,Hylton Castle Primary School,3942178,108832,129343,125527.6,0,3815.42,10.1
201819,Financial year,School,England,E92000001,North East,E12000001,Sunderland,394,E08000024,Primary,Blackfell Primary School,3942179,108833,178442.9,178442.9,0,0,17.7
201819,Financial year,School,England,E92000001,North East,E12000001,Sunderland,394,E08000024,Primary,Barmston Village Primary School,3942181,108835,163565.1,163619.9,0,-54.85,13.8
201819,Financial year,School,England,E92000001,North East,E12000001,Sunderland,394,E08000024,Primary,Albany Village Primary School,3942182,131036,131505.6,131505.6,0,0,11.4
201819,Financial year,School,England,E92000001,North East,E12000001,Sunderland,394,E08000024,Primary,Valley Road Community Primary School,3942341,133559,0,0,0,0,0
201819,Financial year,School,England,E92000001,North East,E12000001,Sunderland,394,E08000024,Primary,St Paul's CofE Primary School,3943005,108836,84834.45,84834.45,0,0,7.7
201819,Financial year,School,England,E92000001,North East,E12000001,Sunderland,394,E08000024,Primary,St Benet's Roman Catholic Voluntary Aided Primary School,3943301,108837,137727,137727,0,0,9.4
201819,Financial year,School,England,E92000001,North East,E12000001,Sunderland,394,E08000024,Primary,St Cuthbert's Roman Catholic Voluntary Aided Primary School,3943302,108838,170888,135298.5,0,35589.6,14.5
201819,Financial year,School,England,E92000001,North East,E12000001,Sunderland,394,E08000024,Primary,St Mary's Roman Catholic Voluntary Aided Primary School,3943306,108840,78777.04,74875.64,0,3901.4,4.2
201819,Financial year,School,England,E92000001,North East,E12000001,Sunderland,394,E08000024,Primary,St Joseph's Roman Catholic Voluntary Aided Primary School Sunderland,3943308,108841,74811.31,74811.31,0,0,6.6
201819,Financial year,School,England,E92000001,North East,E12000001,Sunderland,394,E08000024,Primary,English Martyrs' Roman Catholic Voluntary Aided Primary School,3943313,108842,296327.7,296327.2,0,0.5,26.7
201819,Financial year,School,England,E92000001,North East,E12000001,Sunderland,394,E08000024,Primary,St Anne's Roman Catholic Voluntary Aided Primary School,3943315,108843,129615.9,125519.3,0,4096.54,12
201819,Financial year,School,England,E92000001,North East,E12000001,Sunderland,394,E08000024,Primary,St John Bosco Roman Catholic Voluntary Aided Primary School,3943316,108844,207291.1,207291.1,0,0,20.3
201819,Financial year,School,England,E92000001,North East,E12000001,Sunderland,394,E08000024,Primary,St Patrick's Roman Catholic Voluntary Aided Primary School,3943317,108845,28114.48,28114.48,0,0,4
201819,Financial year,School,England,E92000001,North East,E12000001,Sunderland,394,E08000024,Primary,St Leonard's Roman Catholic Voluntary Aided Primary School,3943319,108846,118708.8,118708.8,0,0,13.7
