Time period,Time identifier,Geographic level,Country name,Country code,Region name,Region code,LA name,LA code (old),LA code (new),School phase,School Name,School LA Estab ID,URN,Total Revenue Balance (£),B01 Committed revenue balance (£),B02 Uncommitted revenue balance (£),B06 Community focussed extended school revenue balance (£),Total revenue balance as a % of total income
201819,Financial year,School,England,E92000001,North East,E12000001,Durham,840,E06000047,Secondary,Ferryhill Business Enterprise College,8404150,114299,282279.8,282279.8,0,0,74.1
201819,Financial year,School,England,E92000001,North East,E12000001,Durham,840,E06000047,Secondary,Whitworth Park School and Sixth Form College,8404154,114300,494062.7,493995.4,0,67.32,24.3
201819,Financial year,School,England,E92000001,North East,E12000001,Durham,840,E06000047,Secondary,Bishop Barrington School A Sports with Mathematics College,8404162,114301,-52141.63,0,-52141.63,0,-1
201819,Financial year,School,England,E92000001,North East,E12000001,Durham,840,E06000047,Secondary,Greenfield Community College A Specialist Arts and Science School,8404176,114305,255967.2,253760.7,0,2206.52,4.1
201819,Financial year,School,England,E92000001,North East,E12000001,Durham,840,E06000047,Secondary,Belmont Community School,8404185,114308,271567,276561.9,0,-4994.93,5.8
201819,Financial year,School,England,E92000001,North East,E12000001,Durham,840,E06000047,Secondary,Durham Sixth Form Centre,8404191,114310,960792.3,988919.3,0,-28126.96,16.4
201819,Financial year,School,England,E92000001,North East,E12000001,Durham,840,E06000047,Secondary,Durham Community Business College for Technology and Enterprise,8404192,114311,-112452.5,0,-99624.97,-12827.51,-2.4
201819,Financial year,School,England,E92000001,North East,E12000001,Durham,840,E06000047,Secondary,Durham Johnston Comprehensive School,8404200,114312,265270.3,261077.3,0,4193,2.9
201819,Financial year,School,England,E92000001,North East,E12000001,Durham,840,E06000047,Secondary,Dene Community School,8404214,114313,132861.5,133559.2,0,-697.7,2.9
201819,Financial year,School,England,E92000001,North East,E12000001,Durham,840,E06000047,Secondary,Wellfield School,8404218,114315,-3365433,0,-3307165,-58268.59,-74.5
201819,Financial year,School,England,E92000001,North East,E12000001,Durham,840,E06000047,Secondary,Sedgefield Community College,8404231,114317,344763.6,338663.3,0,6100.33,5.5
201819,Financial year,School,England,E92000001,North East,E12000001,Durham,840,E06000047,Secondary,St Bede's Catholic Comprehensive School and Byron College,8404693,114327,-480760.8,0,-480760.8,0,-13.3
201819,Financial year,School,England,E92000001,North East,E12000001,Durham,840,E06000047,Special,The Meadows School,8407000,131905,475499.7,475499.7,0,0,24.8
201819,Financial year,School,England,E92000001,North East,E12000001,Durham,840,E06000047,Special,Elemore Hall School,8407006,114337,218281.3,218281.3,0,0,8.5
201819,Financial year,School,England,E92000001,North East,E12000001,Durham,840,E06000047,Special,Croft Community School,8407013,114340,-325287.1,0,-325553.2,266.11,-14.3
201819,Financial year,School,England,E92000001,North East,E12000001,Durham,840,E06000047,Special,Walworth School,8407014,114341,209057,210765.1,0,-1708.07,9
201819,Financial year,School,England,E92000001,North East,E12000001,Durham,840,E06000047,Special,Villa Real School,8407028,114345,436504.1,411222.7,0,25281.39,16.6
201819,Financial year,School,England,E92000001,North East,E12000001,Durham,840,E06000047,Special,Windlestone School,8407030,114347,358481.5,358481.5,0,0,11.4
201819,Financial year,School,England,E92000001,North East,E12000001,Durham,840,E06000047,Special,Durham Trinity School & Sports College,8407032,114349,154928.2,154928.2,0,0,4
201819,Financial year,School,England,E92000001,North East,E12000001,Durham,840,E06000047,Special,The Oaks Secondary School,8407033,134662,467157.6,427249.3,0,39908.35,10.5
201819,Financial year,School,England,E92000001,North East,E12000001,Durham,840,E06000047,Special,Evergreen Primary School,8407034,134663,290822.4,290822.4,0,0,8
201819,Financial year,School,England,E92000001,North East,E12000001,Darlington,841,E06000005,Nursery,Borough Road Nursery School,8411030,113982,36478.03,0,36478.03,0,10.2
201819,Financial year,School,England,E92000001,North East,E12000001,Darlington,841,E06000005,Nursery,George Dent Nursery School,8411031,113983,-24548.91,0,-24548.91,0,-4.6
201819,Financial year,School,England,E92000001,North East,E12000001,Darlington,841,E06000005,Pupil referral unit,Rise Carr College,8411100,131629,-85595.17,0,-85595.17,0,-7.2
201819,Financial year,School,England,E92000001,North East,E12000001,Darlington,841,E06000005,Primary,Red Hall Primary School,8412669,114183,233910,0,233910,0,17.3
201819,Financial year,School,England,E92000001,North East,E12000001,Darlington,841,E06000005,Primary,St Teresa's RC Primary School,8413309,114241,178974.2,0,178974.2,0,11.4
201819,Financial year,School,England,E92000001,North East,E12000001,Darlington,841,E06000005,Primary,Whinfield Primary School,8413515,134719,211314.2,0,211314.2,0,8.1
201819,Financial year,School,England,E92000001,North East,E12000001,Darlington,841,E06000005,Primary,Harrowgate Hill Primary School,8413517,135088,392822.5,0,389822.5,3000,14.2
201819,Financial year,School,England,E92000001,North East,E12000001,Northumberland,929,E06000057,Pupil referral unit,Northumberland Pupil Referral Unit,9291100,132130,64240,27279,36961,0,6.4
201819,Financial year,School,England,E92000001,North East,E12000001,Northumberland,929,E06000057,Primary,Acomb First School,9292002,122170,-1109,0,-1109,0,-0.3
201819,Financial year,School,England,E92000001,North East,E12000001,Northumberland,929,E06000057,Primary,Allendale Primary School,9292009,122171,-8423,0,-8423,0,-1.4
201819,Financial year,School,England,E92000001,North East,E12000001,Northumberland,929,E06000057,Primary,Swansfield Park Primary School,9292015,122172,3395,0,3395,0,0.2
201819,Financial year,School,England,E92000001,North East,E12000001,Northumberland,929,E06000057,Primary,Amble Links First School,9292018,122173,101246,10907,90339,0,11.5
201819,Financial year,School,England,E92000001,North East,E12000001,Northumberland,929,E06000057,Primary,Amble First School,9292019,122174,65343,0,65343,0,8.5
201819,Financial year,School,England,E92000001,North East,E12000001,Northumberland,929,E06000057,Primary,Bedlington West End Primary School,9292030,122176,79362,0,79362,0,6.1
201819,Financial year,School,England,E92000001,North East,E12000001,Northumberland,929,E06000057,Primary,Bedlington Station Primary School,9292032,122177,67436,0,67436,0,5.7
201819,Financial year,School,England,E92000001,North East,E12000001,Northumberland,929,E06000057,Primary,Stakeford Primary School,9292033,122178,-28074,0,-28074,0,-3.2
201819,Financial year,School,England,E92000001,North East,E12000001,Northumberland,929,E06000057,Primary,Cambois Primary School,9292035,122179,30692,0,30692,0,5.5
201819,Financial year,School,England,E92000001,North East,E12000001,Northumberland,929,E06000057,Primary,Choppington Primary School,9292037,122180,51889,0,51889,0,7.9
201819,Financial year,School,England,E92000001,North East,E12000001,Northumberland,929,E06000057,Primary,Stead Lane Primary School,9292041,122181,149469,4845,144624,0,12
201819,Financial year,School,England,E92000001,North East,E12000001,Northumberland,929,E06000057,Primary,Bellingham Primary School,9292043,122183,22112,0,22112,0,7
201819,Financial year,School,England,E92000001,North East,E12000001,Northumberland,929,E06000057,Primary,Belsay Primary School,9292044,122184,99376.6,0,99376.6,0,21.5
201819,Financial year,School,England,E92000001,North East,E12000001,Northumberland,929,E06000057,Primary,Spittal Community School,9292046,122185,98336.86,0,99686,-1349.14,10.8
201819,Financial year,School,England,E92000001,North East,E12000001,Northumberland,929,E06000057,Primary,Tweedmouth West First School,9292047,122186,30239,0,30239,0,4.4
201819,Financial year,School,England,E92000001,North East,E12000001,Northumberland,929,E06000057,Primary,Tweedmouth Prior Park First School,9292050,122187,74466,0,74466,0,8.2
201819,Financial year,School,England,E92000001,North East,E12000001,Northumberland,929,E06000057,Primary,Branton Community Primary School,9292053,122188,48680,20908,27772,0,16
201819,Financial year,School,England,E92000001,North East,E12000001,Northumberland,929,E06000057,Primary,Broomley First School,9292056,122189,9243,0,9243,0,1.4
201819,Financial year,School,England,E92000001,North East,E12000001,Northumberland,929,E06000057,Primary,West Woodburn First School,9292070,122190,23590,0,23590,0,9.6
201819,Financial year,School,England,E92000001,North East,E12000001,Northumberland,929,E06000057,Primary,Eastlea Primary School,9292074,122191,-72520,0,-72520,0,-7
201819,Financial year,School,England,E92000001,North East,E12000001,Northumberland,929,E06000057,Primary,Beaconhill Community Primary School,9292076,122193,41741,0,41741,0,3.5
201819,Financial year,School,England,E92000001,North East,E12000001,Northumberland,929,E06000057,Primary,Cramlington Shanklea Primary School,9292077,122194,-155983.6,0,-160978,4994.37,-8.9
201819,Financial year,School,England,E92000001,North East,E12000001,Northumberland,929,E06000057,Primary,Holywell Village First School,9292091,122195,112575,23588,88987,0,14.8
201819,Financial year,School,England,E92000001,North East,E12000001,Northumberland,929,E06000057,Primary,Broomhill First School,9292098,122196,45852,0,45852,0,8.3
201819,Financial year,School,England,E92000001,North East,E12000001,Northumberland,929,E06000057,Primary,Red Row First School,9292101,122197,19940,0,19940,0,2.7
201819,Financial year,School,England,E92000001,North East,E12000001,Northumberland,929,E06000057,Primary,Ellington Primary School,9292103,122198,44318,0,44318,0,4.2
201819,Financial year,School,England,E92000001,North East,E12000001,Northumberland,929,E06000057,Primary,Linton Primary School,9292105,122199,-12400,0,-12400,0,-4.4
201819,Financial year,School,England,E92000001,North East,E12000001,Northumberland,929,E06000057,Primary,Stamfordham Primary School,9292138,122202,-380711,0,-380711,0,-78.4
201819,Financial year,School,England,E92000001,North East,E12000001,Northumberland,929,E06000057,Primary,Hexham First School,9292142,122203,-53441.22,0,-38294,-15147.22,-6.9
201819,Financial year,School,England,E92000001,North East,E12000001,Northumberland,929,E06000057,Primary,Morpeth First School,9292185,122210,69442,0,69442,0,4.9
201819,Financial year,School,England,E92000001,North East,E12000001,Northumberland,929,E06000057,Primary,Netherton Northside First School,9292189,122211,37472.66,0,37472.66,0,24
201819,Financial year,School,England,E92000001,North East,E12000001,Northumberland,929,E06000057,Primary,Seahouses Primary School,9292207,122214,29432,0,29432,0,6
201819,Financial year,School,England,E92000001,North East,E12000001,Northumberland,929,E06000057,Primary,Otterburn Primary School,9292209,122215,83896.77,0,66452,17444.77,25.1
201819,Financial year,School,England,E92000001,North East,E12000001,Northumberland,929,E06000057,Primary,Pegswood Primary School,9292212,122216,-16466,0,-16466,0,-1.6
201819,Financial year,School,England,E92000001,North East,E12000001,Northumberland,929,E06000057,Primary,Ponteland Primary School,9292215,122217,91612.31,0,91612.31,0,5.8
201819,Financial year,School,England,E92000001,North East,E12000001,Northumberland,929,E06000057,Primary,Prudhoe Castle First School,9292217,122218,48595.03,0,34433,14162.03,9.2
201819,Financial year,School,England,E92000001,North East,E12000001,Northumberland,929,E06000057,Primary,Mickley First School,9292219,122219,7103.07,0,1493,5610.07,1.2
201819,Financial year,School,England,E92000001,North East,E12000001,Northumberland,929,E06000057,Primary,Rothbury First School,9292224,122221,-10285,0,-10285,0,-1.8
201819,Financial year,School,England,E92000001,North East,E12000001,Northumberland,929,E06000057,Primary,Beaufront First School,9292227,122222,-22163,0,-22163,0,-4.9
201819,Financial year,School,England,E92000001,North East,E12000001,Northumberland,929,E06000057,Primary,Seaton Delaval First School,9292228,122223,118066,0,118066,0,11.3
201819,Financial year,School,England,E92000001,North East,E12000001,Northumberland,929,E06000057,Primary,New Hartley First School,9292229,122224,20846,0,20846,0,2.8
201819,Financial year,School,England,E92000001,North East,E12000001,Northumberland,929,E06000057,Primary,Seghill First School,9292232,122225,-382,0,-382,0,-0.1
201819,Financial year,School,England,E92000001,North East,E12000001,Northumberland,929,E06000057,Primary,Greenhaugh Primary School,9292234,122226,36419,3429,32990,0,14
201819,Financial year,School,England,E92000001,North East,E12000001,Northumberland,929,E06000057,Primary,Slaley First School,9292236,122227,3983,0,3983,0,1.1
201819,Financial year,School,England,E92000001,North East,E12000001,Northumberland,929,E06000057,Primary,Stannington First School,9292239,122228,27667,1223,26444,0,4.5
201819,Financial year,School,England,E92000001,North East,E12000001,Northumberland,929,E06000057,Primary,Cambo First School,9292246,122232,50722,50722,0,0,13.5
201819,Financial year,School,England,E92000001,North East,E12000001,Northumberland,929,E06000057,Primary,Kielder Primary School and Nursery,9292254,122233,32004,20000,12004,0,15.2
201819,Financial year,School,England,E92000001,North East,E12000001,Northumberland,929,E06000057,Primary,Seaton Sluice First School,9292268,122234,80111,0,80111,0,10.1
201819,Financial year,School,England,E92000001,North East,E12000001,Northumberland,929,E06000057,Primary,Whittonstall First School,9292270,122235,30788,0,30788,0,6.9
201819,Financial year,School,England,E92000001,North East,E12000001,Northumberland,929,E06000057,Primary,Wooler First School,9292277,122236,58072.77,0,47005,11067.77,7.3
201819,Financial year,School,England,E92000001,North East,E12000001,Northumberland,929,E06000057,Primary,Wylam First School,9292278,122237,-12635,0,-12635,0,-1.7
201819,Financial year,School,England,E92000001,North East,E12000001,Northumberland,929,E06000057,Primary,Shilbottle Primary School,9292281,122238,-3592,0,-3592,0,-0.4
201819,Financial year,School,England,E92000001,North East,E12000001,Northumberland,929,E06000057,Primary,Bothal Primary School,9292291,122239,-120780,0,-120780,0,-4
201819,Financial year,School,England,E92000001,North East,E12000001,Northumberland,929,E06000057,Primary,Swarland Primary School,9292293,122240,85836,25500,60336,0,19.8
201819,Financial year,School,England,E92000001,North East,E12000001,Northumberland,929,E06000057,Primary,The Sele First School,9292299,122242,166866.5,0,167757,-890.48,8.5
201819,Financial year,School,England,E92000001,North East,E12000001,Northumberland,929,E06000057,Primary,Mowbray Primary School,9292323,122243,88764,0,88764,0,5.9
201819,Financial year,School,England,E92000001,North East,E12000001,Northumberland,929,E06000057,Primary,Belford Primary School,9292325,122244,14439.95,0,8517,5922.95,3.2
201819,Financial year,School,England,E92000001,North East,E12000001,Northumberland,929,E06000057,Primary,Morpeth Stobhillgate First School,9292360,122246,-16330,0,-16330,0,-1.9
201819,Financial year,School,England,E92000001,North East,E12000001,Northumberland,929,E06000057,Primary,Ringway Primary School,9292370,122247,74,0,74,0,0
201819,Financial year,School,England,E92000001,North East,E12000001,Northumberland,929,E06000057,Primary,Scremerston First School,9292372,122248,24618,0,24618,0,5.3
201819,Financial year,School,England,E92000001,North East,E12000001,Northumberland,929,E06000057,Primary,Horton Grange Primary School,9292397,122254,217490,0,217490,0,9
201819,Financial year,School,England,E92000001,North East,E12000001,Northumberland,929,E06000057,Primary,New Delaval Primary School,9292407,122258,121313,0,121313,0,9.5
201819,Financial year,School,England,E92000001,North East,E12000001,Northumberland,929,E06000057,Primary,Newsham Primary School,9292415,122261,62519,0,62519,0,2.8
201819,Financial year,School,England,E92000001,North East,E12000001,Northumberland,929,E06000057,Primary,Hipsburn Primary School,9292525,122264,91871,16916,74955,0,12.8
201819,Financial year,School,England,E92000001,North East,E12000001,Northumberland,929,E06000057,Primary,Darras Hall Primary School,9292526,122265,36024.39,0,36024.39,0,2
201819,Financial year,School,England,E92000001,North East,E12000001,Northumberland,929,E06000057,Primary,Burnside Primary School,9292527,122266,98618,0,98618,0,5.9
201819,Financial year,School,England,E92000001,North East,E12000001,Northumberland,929,E06000057,Primary,Hareside Primary School,9292529,122268,220371,0,220371,0,11.5
201819,Financial year,School,England,E92000001,North East,E12000001,Northumberland,929,E06000057,Primary,Cramlington Northburn Primary School,9292530,122269,-11165,0,-11165,0,-0.8
201819,Financial year,School,England,E92000001,North East,E12000001,Northumberland,929,E06000057,Primary,Central Primary School,9292531,131021,43203,0,43203,0,1.1
201819,Financial year,School,England,E92000001,North East,E12000001,Northumberland,929,E06000057,Primary,Acklington Church of England Controlled First School,9293001,122270,-159360,0,-159360,0,-233.6
201819,Financial year,School,England,E92000001,North East,E12000001,Northumberland,929,E06000057,Primary,Berwick St Mary's Church of England First School,9293046,122271,99678,27744,71934,0,14.7
201819,Financial year,School,England,E92000001,North East,E12000001,Northumberland,929,E06000057,Primary,Chollerton Church of England Aided First School,9293065,122272,3835,0,3835,0,1.3
201819,Financial year,School,England,E92000001,North East,E12000001,Northumberland,929,E06000057,Primary,Felton Church of England Primary School,9293095,122273,5386,0,5386,0,1.2
201819,Financial year,School,England,E92000001,North East,E12000001,Northumberland,929,E06000057,Primary,Heddon-On-the-Wall St Andrew's Church of England Primary School,9293133,122275,-10190.99,0,-10190.99,0,-1.2
201819,Financial year,School,England,E92000001,North East,E12000001,Northumberland,929,E06000057,Primary,Henshaw Church of England Voluntary Aided Primary School,9293135,122276,-11796,0,-11796,0,-2.7
201819,Financial year,School,England,E92000001,North East,E12000001,Northumberland,929,E06000057,Primary,Longhoughton Church of England Primary School,9293173,122277,-12110,0,-12110,0,-1.9
201819,Financial year,School,England,E92000001,North East,E12000001,Northumberland,929,E06000057,Primary,Ovingham Church of England First School,9293210,122278,5841,0,5841,0,1
201819,Financial year,School,England,E92000001,North East,E12000001,Northumberland,929,E06000057,Primary,Whittingham Church of England Primary School,9293264,122279,56968,0,56968,0,11.4
201819,Financial year,School,England,E92000001,North East,E12000001,Northumberland,929,E06000057,Primary,St Michael's Church of England Primary School,9293312,122280,63641,0,63641,0,8.2
201819,Financial year,School,England,E92000001,North East,E12000001,Northumberland,929,E06000057,Primary,Bedlington Whitley Memorial Church of England Primary School,9293333,122281,79857,0,79857,0,5.5
201819,Financial year,School,England,E92000001,North East,E12000001,Northumberland,929,E06000057,Primary,Holy Trinity Church of England First School,9293346,122282,9305,0,9305,0,1.2
201819,Financial year,School,England,E92000001,North East,E12000001,Northumberland,929,E06000057,Primary,Longhorsley St Helen's Church of England Aided First School,9293347,122283,2849,0,2849,0,0.6
201819,Financial year,School,England,E92000001,North East,E12000001,Northumberland,929,E06000057,Primary,Greenhead Church of England Primary School,9293349,122284,-125581,0,-125581,0,-34.4
201819,Financial year,School,England,E92000001,North East,E12000001,Northumberland,929,E06000057,Primary,Broomhaugh Church of England First School,9293355,122285,36346,0,36346,0,9.2
201819,Financial year,School,England,E92000001,North East,E12000001,Northumberland,929,E06000057,Primary,Corbridge Church of England Aided First School,9293367,122287,93641,14343,79298,0,13.3
201819,Financial year,School,England,E92000001,North East,E12000001,Northumberland,929,E06000057,Primary,Ellingham Church of England Aided Primary School,9293403,122289,37473,0,37473,0,7.8
201819,Financial year,School,England,E92000001,North East,E12000001,Northumberland,929,E06000057,Primary,Embleton Vincent Edwards Church of England Primary School,9293408,122290,1083,0,1083,0,0.4
201819,Financial year,School,England,E92000001,North East,E12000001,Northumberland,929,E06000057,Primary,Hugh Joicey Church of England First School Ford,9293411,122291,-2421,0,-2421,0,-0.6
201819,Financial year,School,England,E92000001,North East,E12000001,Northumberland,929,E06000057,Primary,Whitley Chapel Church of England First School,9293443,122293,8663,0,8663,0,3.1
201819,Financial year,School,England,E92000001,North East,E12000001,Northumberland,929,E06000057,Primary,Holy Island Church of England First School,9293447,122294,47851,0,47851,0,34
201819,Financial year,School,England,E92000001,North East,E12000001,Northumberland,929,E06000057,Primary,Humshaugh Church of England First School,9293454,122295,16962,0,16962,0,5.7
201819,Financial year,School,England,E92000001,North East,E12000001,Northumberland,929,E06000057,Primary,Morpeth All Saints Church of England Aided First School,9293487,122297,2270,0,2270,0,0.2
201819,Financial year,School,England,E92000001,North East,E12000001,Northumberland,929,E06000057,Primary,Newbrough Church of England Primary School,9293492,122298,38583,0,38583,0,9.4
201819,Financial year,School,England,E92000001,North East,E12000001,Northumberland,929,E06000057,Primary,Tritlington Church of England First School,9293542,122299,-4848,0,-4848,0,-1.4
201819,Financial year,School,England,E92000001,North East,E12000001,Northumberland,929,E06000057,Primary,Wark Church of England Primary School,9293548,122300,8905,0,8905,0,2.8
201819,Financial year,School,England,E92000001,North East,E12000001,Northumberland,929,E06000057,Primary,Warkworth Church of England Primary School,9293550,122301,29440,0,29440,0,5
201819,Financial year,School,England,E92000001,North East,E12000001,Northumberland,929,E06000057,Primary,Whalton Church of England Aided Primary School,9293560,122302,25087,0,25087,0,6.8
201819,Financial year,School,England,E92000001,North East,E12000001,Northumberland,929,E06000057,Primary,St Wilfrid's Roman Catholic Voluntary Aided Primary School,9293711,122304,151671,0,151671,0,9.9
201819,Financial year,School,England,E92000001,North East,E12000001,Northumberland,929,E06000057,Primary,St Paul's RC Voluntary Aided Primary School,9293713,122305,76169,0,76169,0,7
201819,Financial year,School,England,E92000001,North East,E12000001,Northumberland,929,E06000057,Primary,St Aidan's Roman Catholic Voluntary Aided Primary School,9293726,122307,51844,0,51844,0,4.1
201819,Financial year,School,England,E92000001,North East,E12000001,Northumberland,929,E06000057,Primary,St Bede's Roman Catholic Voluntary Aided Primary School,9293732,122308,136097,9380,126717,0,13
201819,Financial year,School,England,E92000001,North East,E12000001,Northumberland,929,E06000057,Primary,St Cuthbert's Roman Catholic Voluntary Aided First School Berwick,9293746,122309,74026,0,74026,0,15.9
201819,Financial year,School,England,E92000001,North East,E12000001,Northumberland,929,E06000057,Primary,St Mary's Roman Catholic Voluntary Aided First School,9293840,122311,-3985,0,-3985,0,-0.7
201819,Financial year,School,England,E92000001,North East,E12000001,Northumberland,929,E06000057,Primary,St Robert's Roman Catholic Voluntary Aided First School,9293888,122312,50119.86,0,37535,12584.86,6.2
201819,Financial year,School,England,E92000001,North East,E12000001,Northumberland,929,E06000057,Primary,Cragside CofE Controlled Primary School,9293918,134473,12041,0,12041,0,0.8
201819,Financial year,School,England,E92000001,North East,E12000001,Northumberland,929,E06000057,Primary,Norham St Ceolwulfs CofE Controlled First School,9293920,135064,34271,5000,29271,0,12.7
201819,Financial year,School,England,E92000001,North East,E12000001,Northumberland,929,E06000057,Primary,Lowick Church of England Voluntary Controlled First School,9293922,131221,43000,0,43000,0,12.5
201819,Financial year,School,England,E92000001,North East,E12000001,Northumberland,929,E06000057,Primary,Grange View Church of England Voluntary Controlled First School,9293923,135634,9660,0,9660,0,1.3
201819,Financial year,School,England,E92000001,North East,E12000001,Northumberland,929,E06000057,Middle deemed secondary,Corbridge Middle School,9294079,122326,147261,7579,139682,0,9.1
201819,Financial year,School,England,E92000001,North East,E12000001,Northumberland,929,E06000057,Secondary,Haydon Bridge Community High School and Sports College,9294130,122328,-1406302,0,-1406302,0,-58.6
201819,Financial year,School,England,E92000001,North East,E12000001,Northumberland,929,E06000057,Middle deemed secondary,Seaton Sluice Middle School,9294161,122334,59941,0,59941,0,3.4
201819,Financial year,School,England,E92000001,North East,E12000001,Northumberland,929,E06000057,Middle deemed secondary,Whytrig Community Middle School,9294162,122335,104452,0,104452,0,8.1
201819,Financial year,School,England,E92000001,North East,E12000001,Northumberland,929,E06000057,Middle deemed secondary,Highfield Middle School,9294198,122340,222779,49731,173048,0,9.7
201819,Financial year,School,England,E92000001,North East,E12000001,Northumberland,929,E06000057,Middle deemed secondary,Ovingham Middle School,9294199,122341,-81932,0,-81932,0,-4.8
201819,Financial year,School,England,E92000001,North East,E12000001,Northumberland,929,E06000057,Middle deemed secondary,Tweedmouth Community Middle School,9294332,122348,238208,97227,140981,0,13.8
201819,Financial year,School,England,E92000001,North East,E12000001,Northumberland,929,E06000057,Middle deemed secondary,Bellingham Middle School and Sports College,9294361,122350,9083,0,9083,0,1.3
201819,Financial year,School,England,E92000001,North East,E12000001,Northumberland,929,E06000057,Secondary,Prudhoe Community High School,9294369,122351,514685,295227,219458,0,11.8
201819,Financial year,School,England,E92000001,North East,E12000001,Northumberland,929,E06000057,Middle deemed secondary,Glendale Middle School,9294370,122352,74271,14790,59481,0,9.7
201819,Financial year,School,England,E92000001,North East,E12000001,Northumberland,929,E06000057,Middle deemed secondary,Berwick Middle School,9294404,122354,-46713,0,-46713,0,-2.7
201819,Financial year,School,England,E92000001,North East,E12000001,Northumberland,929,E06000057,Secondary,Ponteland High School,9294426,122358,423640.8,0,423640.8,0,8.5
201819,Financial year,School,England,E92000001,North East,E12000001,Northumberland,929,E06000057,Secondary,The Duchess's Community High School,9294438,122362,-531015,0,-531015,0,-6.1
201819,Financial year,School,England,E92000001,North East,E12000001,Northumberland,929,E06000057,Secondary,James Calvert Spence College,9294439,122363,-65347,0,-65347,0,-1.4
201819,Financial year,School,England,E92000001,North East,E12000001,Northumberland,929,E06000057,Middle deemed secondary,St Joseph's Roman Catholic Voluntary Aided Middle School,9294654,122369,130395,0,130395,0,8.1
201819,Financial year,School,England,E92000001,North East,E12000001,Northumberland,929,E06000057,Primary,Richard Coates Church of England Primary School,9294800,122370,81480.91,0,81480.91,0,4.2
201819,Financial year,School,England,E92000001,North East,E12000001,Northumberland,929,E06000057,Middle deemed secondary,St Mary's Church of England Middle School,9294818,131222,10732,0,10732,0,3.2
201819,Financial year,School,England,E92000001,North East,E12000001,Northumberland,929,E06000057,Secondary,Astley Community High School,9295400,122374,184417,0,166892,17524.97,5.4
201819,Financial year,School,England,E92000001,North East,E12000001,Northumberland,929,E06000057,Special,Cleaswell Hill School,9297003,122382,277101,0,277101,0,8.2
201819,Financial year,School,England,E92000001,North East,E12000001,Northumberland,929,E06000057,Special,Cramlington Hillcrest School,9297006,122383,295562,46944,248618,0,16.8
201819,Financial year,School,England,E92000001,North East,E12000001,Northumberland,929,E06000057,Special,Barndale House School,9297010,122384,-221996,0,-221996,0,-19.8
201819,Financial year,School,England,E92000001,North East,E12000001,Northumberland,929,E06000057,Special,The Grove Special School,9297012,122385,95504,0,95504,0,9.3
201819,Financial year,School,England,E92000001,North East,E12000001,Northumberland,929,E06000057,Special,Hexham Priory School,9297018,122386,7532.9,0,7532.9,0,0.9
201819,Financial year,School,England,E92000001,North East,E12000001,Northumberland,929,E06000057,Special,The Dales School,9297021,122388,111150,0,111150,0,4.8
201819,Financial year,School,England,E92000001,North East,E12000001,Northumberland,929,E06000057,Special,Collingwood School & Media Arts College,9297022,122389,253560,0,253560,0,10.4
201819,Financial year,School,England,E92000001,North East,E12000001,Northumberland,929,E06000057,Special,Atkinson House School,9297024,132771,225019,54134,170885,0,15.3
